명칭,대분류,중분류
미메틱펩타이드,소재,소재
미백글리시진산,소재,소재
미생물,소재,소재
미생물들,소재,소재
미생물발효액,소재,소재
미세물질,소재,소재
밀도폴리에틸렌,소재,소재
밀추출물,소재,소재
바닷말,소재,소재
바닷말추출물,소재,소재
바오밥나무씨추출물,소재,소재
바이닐플라스틱,소재,소재
바이러스억제물질,소재,소재
바이오 기반 나일론,소재,소재
바이오기능소재,소재,소재
바이오기반,소재,소재
바이오디젤,소재,소재
바이오매스,소재,소재
바이오물질,소재,소재
바이오석탄,소재,소재
바이오셀룰로오스,소재,소재
바이오소재,소재,소재
바이오수소,소재,소재
바이오식의약소재,소재,소재
바이오연료,소재,소재
바이오원료,소재,소재
바이오유산균,소재,소재
바이오유해물질,소재,소재
바이오의약소재,소재,소재
바이오폴리머,소재,소재
바이오폴리에스터,소재,소재
바이오폴리올,소재,소재
바이오플라스틱,소재,소재
바이오화장품소재,소재,소재
바이오활성소재,소재,소재
반도체소재,소재,소재
발광효소,소재,소재
발암물질,소재,소재
발포수지,소재,소재
발포수지류,소재,소재
발포폴리스티렌,소재,소재
발효가스,소재,소재
발효균,소재,소재
발효당,소재,소재
발효물,소재,소재
발효물질,소재,소재
발효산호칼슘,소재,소재
발효성분,소재,소재
발효소재,소재,소재
발효조미소재,소재,소재
발효조성물,소재,소재
방사선색전물질,소재,소재
방수소재,소재,소재
방역소재,소재,소재
방열소재,소재,소재
방향족탄화수소,소재,소재
배양물질,소재,소재
백금나노,소재,소재
백금나노입자,소재,소재
백신물질,소재,소재
백신보호물질,소재,소재
백신후보물질,소재,소재
백자소재,소재,소재
범용소재,소재,소재
범용화학물질,소재,소재
베타글루칸,소재,소재
병풀추출물,소재,소재
보조물질,소재,소재
보조효소,소재,소재
보호물질,소재,소재
복합물질,소재,소재
복합소재,소재,소재
복합수지,소재,소재
복합추출물,소재,소재
복합효소,소재,소재
부가합성수지,소재,소재
부생수소,소재,소재
부쉬추출물,소재,소재
부원료,소재,소재
부유물질,소재,소재
부유미생물,소재,소재
부타디엔,소재,소재
부타디엔스티렌,소재,소재
부탄다이올,소재,소재
부탄디올,소재,소재
부탄올,소재,소재
부틸렌글라이콜,소재,소재
부틸렌글리콜,소재,소재
부틸벤질프탈레이트,소재,소재
부틸파라벤,소재,소재
부품소재,소재,소재
분리유청단백질,소재,소재
분석물질,소재,소재
분해물질,소재,소재
분해효소,소재,소재
분해효소제,소재,소재
불산화수소,소재,소재
불소수지,소재,소재
불포화지방산,소재,소재
불화수소,소재,소재
불화수소가스,소재,소재
불화수소산,소재,소재
불화폴리이미드,소재,소재
브로모피루브산,소재,소재
블루수소,소재,소재
비스페놀,소재,소재
비스페놀류,소재,소재
비탄산염,소재,소재
비탄소담지체,소재,소재
비플라스틱,소재,소재
비피더스균주,소재,소재
빌베리추출물,소재,소재
빙초산,소재,소재
사출원료,소재,소재
사탕무뿌리추출물,소재,소재
산림소재,소재,소재
산림탄소,소재,소재
산업소재,소재,소재
산화생분해촉진제,소재,소재
산화에틸렌,소재,소재
산화효소,소재,소재
살균물질,소재,소재
삼중수소,소재,소재
상변환물질,소재,소재
상업물질,소재,소재
새항암물질,소재,소재
색전물질,소재,소재
생리활성물질,소재,소재
생명소재,소재,소재
생물소재,소재,소재
생물유래물질,소재,소재
생물유래소재,소재,소재
생물제재,소재,소재
생물질,소재,소재
생분해성수지,소재,소재
생산균주,소재,소재
생산원료,소재,소재
생체물질,소재,소재
생체소재,소재,소재
생체의료물질,소재,소재
생체활성물질,소재,소재
서양배추출물,소재,소재
서울소재,소재,소재
석신산,소재,소재
석유소재,소재,소재
석유화학소재,소재,소재
석유화학원료,소재,소재
선도물질,소재,소재
섬유강화복합재,소재,소재
섬유강화플라스틱,소재,소재
섬유소재,소재,소재
성간물질,소재,소재
세라믹소재,소재,소재
세포막단백질,소재,소재
세포재생물질,소재,소재
셀룰로오스,소재,소재
셀룰로오스나노섬유,소재,소재
셀룰로오스나노파이버,소재,소재
셀룰로오스막,소재,소재
소자추출물들,소재,소재
수급위험물질,소재,소재
수소가스,소재,소재
수소기체,소재,소재
수소물질,소재,소재
수소불화탄소,소재,소재
수소이온,소재,소재
수소저장물질,소재,소재
수소촉매,소재,소재
수소칼슘,소재,소재
수지상결정,소재,소재
수지상세포,소재,소재
수지상세포치료제,소재,소재
수지유기용제,소재,소재
순탄소,소재,소재
슈퍼소재,소재,소재
스타이렌,소재,소재
스파이크단백질,소재,소재
승인물질,소재,소재
시험물질,소재,소재
식물성수지,소재,소재
식물유래단량체,소재,소재
식물자원추출물,소재,소재
식의약소재,소재,소재
식품소재,소재,소재
식품원료,소재,소재
식품조미소재,소재,소재
식품첨가물,소재,소재
식품화학물질,소재,소재
식품효소,소재,소재
신경전달물질,소재,소재
신경펩타이드,소재,소재
신규물질,소재,소재
신규식품원료,소재,소재
신규원료,소재,소재
신규후보물질,소재,소재
신물질,소재,소재
신소재,소재,소재
신약물질,소재,소재
신약원료,소재,소재
신약치료물질,소재,소재
신약후보물질,소재,소재
신원료,소재,소재
신종공생미생물,소재,소재
신종버섯균주,소재,소재
신플라스틱,소재,소재
신호물질,소재,소재
신호전달물질,소재,소재
신호조절물질,소재,소재
실리콘소재,소재,소재
실물소재,소재,소재
아미노산,소재,소재
아브락산,소재,소재
아세틸갈락토사민,소재,소재
아세틸글루코사민,소재,소재
아세틸살리실산,소재,소재
아세틸헥사펩타이드,소재,소재
아이소사이안화메틸,소재,소재
아크릴,소재,소재
아크릴레이트,소재,소재
아크릴레이트모노머,소재,소재
아크릴로니트릴,소재,소재
아크릴산,소재,소재
아크릴아미드,소재,소재
아포지질단백질,소재,소재
안심흡수소재,소재,소재
안전원료,소재,소재
안지오텐신결합효소,소재,소재
알긴산,소재,소재
알레르기반응물질,소재,소재
알로에베라잎추출물,소재,소재
알카노에이트,소재,소재
알코올,소재,소재
암모늄,소재,소재
암모늄화합물,소재,소재
애기장대추출물,소재,소재
액시드,소재,소재
액정폴리머,소재,소재
액체불화수소,소재,소재
액체수소,소재,소재
액화수소,소재,소재
액화탄산,소재,소재
앤지오텐신전환효소,소재,소재
약리단백질,소재,소재
약리물질,소재,소재
약물대사효소,소재,소재
약물질,소재,소재
약물후보물질,소재,소재
약성물질,소재,소재
약용소재,소재,소재
약효물질,소재,소재
약효성분,소재,소재
약효화합물,소재,소재
약후보물질,소재,소재
양극소재,소재,소재
양이온수지,소재,소재
에너지소재,소재,소재
에스테르,소재,소재
에테르글라이콜,소재,소재
에틸렌,소재,소재
에틸렌글리콜,소재,소재
에틸렌비닐알코올,소재,소재
에틸렌아크릴산,소재,소재
에틸렌프로필렌,소재,소재
에틸알코올,소재,소재
에폭시수지,소재,소재
엔지니어링플라스틱,소재,소재
엔지니어플라스틱,소재,소재
엘라스토머,소재,소재
역전사효소,소재,소재
연성물질,소재,소재
연소물질,소재,소재
열가소성,소재,소재
열가소성수지,소재,소재
열경화성,소재,소재
열전소재,소재,소재
염소화합물,소재,소재
염증물질,소재,소재
염증유도물질,소재,소재
염증유발물질,소재,소재
염화불화탄소,소재,소재
염화비닐단량체,소재,소재
염화수소,소재,소재
영양물질,소재,소재
영양소재,소재,소재
예방물질,소재,소재
예방치료물질,소재,소재
오리엔트플라스틱,소재,소재
옥사리플라틴,소재,소재
옥수수가루,소재,소재
옥수수당,소재,소재
옥수수성분,소재,소재
옥수수전분,소재,소재
옥수수젖산,소재,소재
옥시덴털페트롤리움,소재,소재
온실물질,소재,소재
외부물질,소재,소재
외피단백질,소재,소재
요산산화효소,소재,소재
원료물질,소재,소재
원료소재,소재,소재
원료의약물질,소재,소재
원료플라스틱,소재,소재
원소재,소재,소재
원인단백질,소재,소재
원인물질,소재,소재
원자력원료,소재,소재
원천물질,소재,소재
원천소재,소재,소재
위험물질,소재,소재
유기물질,소재,소재
유기주석화합물,소재,소재
유기탄소,소재,소재
유기플라스틱,소재,소재
유기항균제,소재,소재
유기화합물,소재,소재
유독물질,소재,소재
유독화학물질,소재,소재
유력후보물질,소재,소재
유리소재,소재,소재
유망후보물질,소재,소재
유발물질,소재,소재
유사분열물질,소재,소재
유산균주,소재,소재
유연물질,소재,소재
유연소재,소재,소재
유연열전달소재,소재,소재
유용물질,소재,소재
유의물질,소재,소재
유전물질,소재,소재
유해물질,소재,소재
유해혼합물질,소재,소재
유해화학물질,소재,소재
유효물질,소재,소재
유효성분,소재,소재
유효성분들,소재,소재
융복합소재,소재,소재
융합단백질,소재,소재
융합부품소재,소재,소재
융합소재,소재,소재
융합펩타이드,소재,소재
은나노,소재,소재
은나노와이어,소재,소재
음성균,소재,소재
의료소재,소재,소재
의약물질,소재,소재
의약원료,소재,소재
이물질,소재,소재
이산화탄소,소재,소재
이상단백질,소재,소재
이소폴로,소재,소재
이온교환수지,소재,소재
이종소재,소재,소재
이중융합단백질,소재,소재
이차대사물질,소재,소재
인공면역단백질,소재,소재
인공물질,소재,소재
인공첨가물,소재,소재
인공핵산,소재,소재
인산화탄소,소재,소재
인산화효소,소재,소재
인정물질,소재,소재
인증표준물질,소재,소재
일산화탄소,소재,소재
자성나노입자,소재,소재
자연계,소재,소재
자연물질,소재,소재
자연소재,소재,소재
자연원료,소재,소재
잔틴산화효소,소재,소재
장기저탄소,소재,소재
장쇄지방산,소재,소재
재생물질,소재,소재
재생소재,소재,소재
재생수지,소재,소재
재생원료,소재,소재
재생의료소재,소재,소재
재생페트,소재,소재
재생폴리프로필렌,소재,소재
재조합단백질,소재,소재
저가원료,소재,소재
저단백질,소재,소재
저밀도폴리에틸렌,소재,소재
저분자화학물,소재,소재
저분자화합물,소재,소재
저온폴리실리콘,소재,소재
전달단백질,소재,소재
전달물질,소재,소재
전략소재,소재,소재
전령리보핵산,소재,소재
전분당,소재,소재
전이효소,소재,소재
전자소재,소재,소재
